item_id,name,price,category,description,seller_user_id,list_date,buyer_user_id,purchase_date
L8WZZ,Knives,1338.54,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,152MD,2022-02-04,DZ83S,2022-08-05
3NGDN,Laptop Stand,1333.9,Electronics,Reams of high-bandwidth DDR4 RAM,231ZN,2022-03-01,,
AEJ90,Jacket,1502.67,"Clothing, Shoes & Jewelry",Machine Wash,UADIT,2022-10-24,,
YS7K0,Jeans,1169.7,"Clothing, Shoes & Jewelry",Machine Wash,J5PAC,2022-10-18,,
ZBW6V,Badminton Racket,1357.48,Sports & Outdoors,,6RCV4,2022-02-17,,
3OPPI,Ipad,1827.68,Electronics,,YFIBA,2022-09-26,NQFSU,2022-10-01
KEE0J,Bowls,376.33,Home & Kitchen,,62876,2022-01-07,,
AFLCE,Hoodie,1684.51,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,PINBW,2022-02-13,,
Y3HRN,Rings,433.6,"Clothing, Shoes & Jewelry",,GPYLB,2022-02-10,,
2P8EP,Facewash,1866,Beauty & Personal Care,,ZST93,2022-01-15,ZJQJP,2022-03-01
QW5S3,Kite,270.81,Toys & Games,,O9NN6,2022-02-13,,
CHWBS,Mobile,1502.59,Electronics,Reams of high-bandwidth DDR4 RAM,DDZV9,2022-02-24,,
2RSLR,Pen,350.78,Office Products,For everyday office use,IH8AP,2022-03-16,J7MFE,2022-07-15
XMF6Z,Paint Brushes,1711.6,"Arts, Crafts & Sewing",,I8U4Z,2022-08-29,,
HV7MT,Pet Grooming,979.94,Pet Supplies,,DGX8H,2022-09-18,,
SD263,Bowls,30.25,Home & Kitchen,One of a kind stainless steel,CZ859,2022-08-13,,
8A190,Watercolor Pens,1934.9,"Arts, Crafts & Sewing",,JEEP3,2022-08-28,4AJIZ,2022-09-22
MEBOE,Handwash,1914.38,Beauty & Personal Care,,A8U7K,2022-03-14,,
LH7F7,Teddy Bear,290.27,Toys & Games,,KYTZ7,2022-01-07,,
P0370,Airpods,1404.28,Electronics,,8X3PV,2022-05-09,,
SWJ4X,Facewash,1298.92,Beauty & Personal Care,,BKW17,2022-08-07,,
0W2YD,Toothpaste,187.39,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",XV9E8,2022-03-19,,
ALWAL,Water and Food Bowls,1106.81,Pet Supplies,,PRBZA,2022-05-18,,
H7ARP,Facewash,1528.98,Beauty & Personal Care,,JCA8Q,2022-07-04,,
IJDKA,Pen,546.62,Office Products,For everyday office use,JY3X4,2022-05-22,,
47KGP,Curtains,1998.4,"Arts, Crafts & Sewing",,2SZAM,2022-07-24,,
A6U6T,Acrylic Paints,702.27,"Arts, Crafts & Sewing",,JH82V,2022-01-28,,
I8FFU,Pans,1552.71,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,XU609,2022-10-14,,
3UO3F,Acrylic Paints,1456.34,"Arts, Crafts & Sewing",Set of 12,N3780,2022-10-13,GWCEK,2022-10-15
K8TDW,Necklace,1354.62,"Clothing, Shoes & Jewelry",,EDOMX,2022-10-03,,
O4M3J,Jacket,376.27,"Clothing, Shoes & Jewelry",Imported,Q9QW3,2022-07-17,,
2OMOS,Pet Grooming,699.41,Pet Supplies,For your lovely pet,BKW17,2022-09-23,,
WMI5Y,Leash And Collar,1745.81,Pet Supplies,,HSQAJ,2022-02-13,,
0UOCC,Serum,1554.23,Beauty & Personal Care,,5PQAC,2022-02-05,,
LOHAC,Kindle,231.57,Electronics,,PCL39,2022-01-12,,
HWOFV,Pet Grooming,1836.2,Pet Supplies,,QLECR,2022-05-25,,
T1H82,Ipad,1631.32,Electronics,,8LJTP,2022-04-24,,
ZGRVB,Plants,740.93,Others,,QR035,2022-01-15,,
IWOX0,Pet Grooming,718.21,Pet Supplies,For your lovely pet,FUAY0,2022-05-06,FVB4W,2022-06-15
ZSCBA,Paint Brushes,371.55,"Arts, Crafts & Sewing",Set of 12,H7FKP,2022-04-11,,
ZWN3C,Hot Wheels,1923.6,Toys & Games,,G7ZYX,2022-06-01,,
RO9M1,Airpods,1570.68,Electronics,【11th Gen Intel Core i5-1135G7】,BSJMW,2022-09-27,,
AWYI6,Basketball,918.22,Sports & Outdoors,Cushioning provides excellent shock absorption,O0KP9,2022-09-30,,
PHL3A,Facewash,307.77,Beauty & Personal Care,,231ZN,2022-03-28,,
22MKE,Pen,1062.85,Office Products,For everyday office use,G2W79,2022-02-16,,
GNMYE,Toothpaste,1385.39,Beauty & Personal Care,Suitable for all skin types,RYVDX,2022-08-17,,
S2IYC,Basketball,428.61,Sports & Outdoors,,8X3PV,2022-08-05,,
3IH4S,Plants,1499.8,Others,for everyday use,1E2BT,2022-04-25,,
2XRPT,Easel,1210.68,"Arts, Crafts & Sewing",,QR035,2022-08-21,,
2A0CU,Necklace,1437.59,"Clothing, Shoes & Jewelry",100% Cotton,4DGUK,2022-05-20,PILG6,2022-10-11
MIUQN,Kite,1312.54,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",RM38H,2022-09-08,,
DBPHV,Chair,743.65,Others,for everyday use,LJNGC,2022-04-01,,
AOWCZ,Easel,1723.7,"Arts, Crafts & Sewing",,4VDK3,2022-09-23,,
5OI4Z,Pans,176.31,Home & Kitchen,,G2W79,2022-10-02,,
7NQA3,Laptop Stand,1899.48,Electronics,,20AR2,2022-05-26,,
5LWRY,Serum,1041.9,Beauty & Personal Care,,GQM6L,2022-08-22,,
0UNWN,Teddy Bear,956.63,Toys & Games,,1QXIF,2022-10-10,,
JZA8P,Watercolor Pens,470.4,"Arts, Crafts & Sewing",Set of 12,RYVDX,2022-10-05,,
PXKQ4,Plants,1944.13,Others,,Y26NY,2022-09-08,,
W91YH,Pans,1799.7,Home & Kitchen,,SHKRM,2022-06-30,,
V2MD4,Rings,1855.39,"Clothing, Shoes & Jewelry",,BKW17,2022-07-02,,
OB6K8,Bath Soap,1037.46,Beauty & Personal Care,Suitable for all skin types,MJUC1,2022-02-05,,
1NZM3,Rings,1585.73,"Clothing, Shoes & Jewelry",,TIQ1A,2022-02-10,,
C3IOZ,Kindle,1855.1,Electronics,【11th Gen Intel Core i5-1135G7】,IJ61L,2022-05-20,,
I53DI,Hoodie,867.56,"Clothing, Shoes & Jewelry",100% Cotton,Q6RDS,2022-03-11,,
HL98B,Sports Shoes,1819.88,Sports & Outdoors,100% Synthetic,87BU7,2022-10-10,,
ABAZF,Nail Paint,447.62,Others,,UOQ2K,2022-09-08,,
XSUDA,Facewash,706.44,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",QTM9A,2022-01-22,,
39439,Hat,1760.57,Sports & Outdoors,,8HSSP,2022-05-20,,
PQN0T,Canvas,1635.86,"Arts, Crafts & Sewing",,85TQL,2022-05-17,,
XG8FW,Pet Bed,298.63,Pet Supplies,,N169E,2022-10-06,,
CGSY8,Handwash,449.68,Beauty & Personal Care,Suitable for all skin types,VX9SU,2022-10-02,,
QA2OK,Laptop,1585.24,Electronics,,1XG6O,2022-08-17,,
3ENBZ,Airpods,1840.3,Electronics,,0V5C9,2022-07-06,,
ZU1XF,Watercolor Pens,941.81,"Arts, Crafts & Sewing",,ISPDE,2022-09-04,,
35P8T,Hat,231.7,Sports & Outdoors,,5JJX3,2022-10-06,,
OF17O,Nail Paint,655.6,Others,for everyday use,MJUC1,2022-06-18,,
02A3A,Basketball,994.16,Sports & Outdoors,,XAY57,2022-07-20,,
1VTST,Jeans,1284.8,"Clothing, Shoes & Jewelry",,0R2KU,2022-04-16,,
D1U9G,Hot Wheels,962.88,Toys & Games,,PB6Z6,2022-01-19,N3COH,2022-09-15
HOPZN,Barbie,1603.85,Toys & Games,make a great gift for kids 3 to 7 years olds,UADIT,2022-07-29,7JVGI,2022-09-13
R2Z5W,Marker,840.35,Office Products,For everyday office use,0YDV7,2022-01-20,,
UZBBQ,Watercolor Pens,1430.99,"Arts, Crafts & Sewing",Set of 12,3K1ND,2022-09-05,,
RT7BD,Pencil,195.35,Office Products,,LZLDV,2022-02-26,,
NCXHW,Easel,1343.34,"Arts, Crafts & Sewing",,L3VKI,2022-06-15,,
CBK8A,Salad Spinner,1960.55,Home & Kitchen,One of a kind stainless steel,T02WF,2022-01-21,U4G0Y,2022-02-19
XK5JB,Basketball,1879.68,Sports & Outdoors,Cushioning provides excellent shock absorption,V87IG,2022-09-23,,
270Q5,Hoodie,643.97,"Clothing, Shoes & Jewelry",,TIQ1A,2022-10-15,,
QRSB2,Bath Soap,1082.67,Beauty & Personal Care,Suitable for all skin types,JWXSS,2022-08-10,,
WBEY8,Sports Shoes,1027.86,Sports & Outdoors,,EJ8AM,2022-09-26,,
L265F,Can Opener,1360.34,Home & Kitchen,,1149O,2022-04-18,,
MZ0CC,Handwash,831.9,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",JWXSS,2022-10-12,,
3WX3K,Plants,1295.28,Others,,C78AR,2022-02-26,,
TMQ3V,Teddy Bear,672.67,Toys & Games,,GZ97S,2022-10-28,,
HRIGC,Mobile,597.8,Electronics,Reams of high-bandwidth DDR4 RAM,22VQ9,2022-05-09,9VJ3R,2022-10-09
XT5EE,Pencil,1196.1,Office Products,For everyday office use,L9Y33,2022-09-26,,
DOJW6,Pencil,123.2,Office Products,For everyday office use,CAFPE,2022-03-24,,
HU4QB,Bowls,1883.8,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,AU687,2022-05-16,,
7CA26,Pet Grooming,951.73,Pet Supplies,For your lovely pet,FUAY0,2022-01-15,,
S2WK2,Chair,562.52,Others,for everyday use,8AOIB,2022-07-17,EE1TK,2022-10-17
03CE3,Sports Shoes,1518.37,Sports & Outdoors,100% Synthetic,P3UIF,2022-06-28,,
662F7,Barbie,334.3,Toys & Games,,6LV2R,2022-03-19,,
NB5EY,Watercolor Pens,625.93,"Arts, Crafts & Sewing",Set of 10,5PQAC,2022-01-29,,
A5FVJ,Speaker,1103.54,Electronics,,DW4SG,2022-02-17,,
2IZJ1,Handwash,127.72,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",8AOIB,2022-04-12,BC3Y7,2022-07-17
LWOJJ,Notebook,1159.12,Others,,5H4D3,2022-08-25,,
43HWH,Kite,776.99,Toys & Games,,GV6M6,2022-06-14,,
W8LR5,Mobile,1220.83,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",QMNGC,2022-05-22,,
HKOCU,Lamp,1270.16,Others,,RM38H,2022-08-10,,
VXDUI,Hat,1245.34,Sports & Outdoors,,0YDV7,2022-08-02,,
8QS8E,Chair,1128.42,Others,,TJX73,2022-01-17,,
VDPBY,Lamp,1270.69,Others,for everyday use,3RNZG,2022-05-08,,
H879G,Mats,430.11,Home & Kitchen,,T02WF,2022-07-20,,
E6VSK,Pet Grooming,1904.99,Pet Supplies,,EGA3T,2022-03-09,,
GHLKL,Kite,1988.9,Toys & Games,,C9XKL,2022-01-30,,
0ZL6V,Charger,915.41,Electronics,,LZLDV,2022-03-31,,
PKKS9,Necklace,767.8,"Clothing, Shoes & Jewelry",,0OWRH,2022-09-27,,
RW7DU,Pet Bed,1297.39,Pet Supplies,,A5WQ0,2022-10-17,,
838YX,Curtains,901.92,"Arts, Crafts & Sewing",,PCL39,2022-07-02,,
HZ8PL,Leash And Collar,1491.58,Pet Supplies,For your lovely pet,4MSI6,2022-07-17,,
4HAHJ,Teddy Bear,978.3,Toys & Games,make a great gift for kids 3 to 7 years olds,ARWEB,2022-05-18,,
2NJ4E,Airpods,997.6,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",O83AN,2022-05-09,,
M8DOT,Ipad,1655.75,Electronics,【11th Gen Intel Core i5-1135G7】,0YU61,2022-06-24,,
2XC8S,Bowls,1656.38,Home & Kitchen,,IXU4J,2022-02-04,,
NIGVA,Lamp,1574.25,Others,,0HGJC,2022-09-04,,
8FQEJ,Necklace,1757.64,"Clothing, Shoes & Jewelry",Machine Wash,NJN0G,2022-09-17,,
67RFL,Leash And Collar,582.5,Pet Supplies,For your lovely pet,0C7T4,2022-07-02,,
1SM77,Bath Soap,904.48,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",P283H,2022-10-19,,
SAF95,Spoons,661.88,Home & Kitchen,,3AFOH,2022-06-25,,
GP02D,Ipad,240.53,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",7W8YE,2022-08-23,,
7SZ7H,Jacket,1891,"Clothing, Shoes & Jewelry",,H7FKP,2022-04-12,,
HFI94,Pet Bed,1654.28,Pet Supplies,For your lovely pet,ISPDE,2022-02-20,,
ZY9RE,Hot Wheels,405.64,Toys & Games,,D7CK2,2022-08-18,,
3XNND,Pet Bed,530.87,Pet Supplies,,EXO6D,2022-10-15,,
ORE33,Basketball,467.56,Sports & Outdoors,Cushioning provides excellent shock absorption,SW1FA,2022-01-17,,
FTE5K,Water and Food Bowls,1019.86,Pet Supplies,For your lovely pet,4Z5VC,2022-01-15,L21YX,2022-05-03
SQ0VJ,Easel,146.28,"Arts, Crafts & Sewing",Set of 12,MK3V5,2022-10-10,,
6NE9K,Paint Brushes,744.8,"Arts, Crafts & Sewing",Set of 10,WPI4A,2022-04-02,,
YDLLW,Pet Grooming,23.59,Pet Supplies,For your lovely pet,519G2,2022-07-21,,
KH9YG,Lamp,298.89,Others,,WSHUH,2022-03-20,LNK75,2022-08-14
NP3HS,Tshirt,1457.53,"Clothing, Shoes & Jewelry",Imported,TIQ1A,2022-03-25,,
3LTZ6,Salad Spinner,630.19,Home & Kitchen,One of a kind stainless steel,FCQGQ,2022-07-20,,
Z6AUR,Handwash,1151.77,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",GOW8W,2022-02-23,,
RDDXQ,Paper Clips,592.45,Office Products,,JQY1C,2022-08-16,,
BY7G2,Water and Food Bowls,1072.52,Pet Supplies,,OE791,2022-09-05,,
SPNGA,Water and Food Bowls,1323.49,Pet Supplies,For your lovely pet,86J10,2022-04-29,,
2Z6ML,Leash And Collar,402.49,Pet Supplies,,F1G3J,2022-04-24,,
FCC2T,Charger,1923.33,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",VJL5E,2022-03-03,,
I04YY,Notebook,970.52,Others,for everyday use,VKCWC,2022-05-19,,
712LM,Spoons,1127.97,Home & Kitchen,,A5WQ0,2022-02-25,,
RXRIO,Badminton Racket,1583.77,Sports & Outdoors,Cushioning provides excellent shock absorption,K3MXR,2022-09-22,,
X3IZF,Curtains,1739.88,"Arts, Crafts & Sewing",,7TOUB,2022-08-02,,
CU3A5,Marker,716.15,Office Products,For everyday office use,46YCO,2022-02-13,,
S770A,Acrylic Paints,548.15,"Arts, Crafts & Sewing",Set of 12,7ERSM,2022-03-22,,
GKNKA,Pen,879.42,Office Products,,ZST93,2022-05-27,,
2MIT9,Sports Shoes,27.1,Sports & Outdoors,100% Synthetic,DBPO3,2022-03-14,,
488S8,Marker,236.84,Office Products,For everyday office use,BHDQW,2022-04-10,,
3E1K5,Knives,503.28,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,WJRLZ,2022-10-12,,
LV5ZJ,Marker,266.38,Office Products,,N5X40,2022-01-17,,
5ZS2Q,Sticky Notes,886.59,Office Products,,4DGUK,2022-10-13,,
QQ3ZL,Pet Bed,1702.6,Pet Supplies,For your lovely pet,5P7C4,2022-01-10,,
R7U1D,Bowls,894.14,Home & Kitchen,,LZLDV,2022-07-02,,
2MRIF,Facewash,344.85,Beauty & Personal Care,,V87IG,2022-08-21,,
E4BZL,Teddy Bear,595.13,Toys & Games,,9EN65,2022-03-08,,
GCUV8,Hot Wheels,780.64,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",6A1CR,2022-08-27,,
008B5,Handwash,1838.9,Beauty & Personal Care,,VZNU6,2022-09-17,,
JUTW1,Mobile,81.82,Electronics,,AADER,2022-09-30,,
T0EMO,Badminton Racket,1440.61,Sports & Outdoors,Cushioning provides excellent shock absorption,JZ1WL,2022-03-14,,
WALEW,Paper Clips,180.51,Office Products,,CHM29,2022-07-13,,
EZZO0,Tshirt,897.84,"Clothing, Shoes & Jewelry",Imported,MK3V5,2022-05-19,,
4GA7X,Pet Grooming,957.83,Pet Supplies,,C78AR,2022-07-08,,
DVE0I,Bath Soap,1323.68,Beauty & Personal Care,,EJ8AM,2022-02-04,,
U2547,Toothpaste,89.8,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Y4HF3,2022-09-30,,
RYRLP,Pet Bed,849.9,Pet Supplies,,LZLDV,2022-04-02,,
5BYS4,Marker,1434.68,Office Products,,SGSRE,2022-04-03,,
PYZ98,Mats,917.65,Home & Kitchen,One of a kind stainless steel,6F0TV,2022-03-24,,
2T84X,Plants,248.77,Others,,RM38H,2022-10-15,,
WBNT4,Hot Wheels,373.86,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",PHPNC,2022-03-15,,
UTZYK,Barbie,208.21,Toys & Games,,84ZNK,2022-03-30,,
E2E4K,Laptop Stand,872.82,Electronics,,WSHUH,2022-03-12,,
6CF97,Pen,995.54,Office Products,For everyday office use,C1NTG,2022-05-29,,
W3PVO,Pen,200.78,Office Products,For everyday office use,0YU61,2022-01-21,,
MCK3E,Chair,1913.44,Others,,6KVU0,2022-05-18,,
HV9TT,Easel,1138.21,"Arts, Crafts & Sewing",,XZJXD,2022-01-28,,
Q09ON,Chair,483.16,Others,,MABWW,2022-06-14,,
CDPFS,Mobile,1064.93,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",TGD2Z,2022-01-06,,
TQXJ6,Sauce Pots,1180.46,Home & Kitchen,,TJ6FX,2022-06-08,1YHWL,2022-08-09
Q750C,Canvas,1105.6,"Arts, Crafts & Sewing",Set of 12,WH1ZH,2022-05-11,,
6EPJN,Knives,412.65,Home & Kitchen,,6QJGV,2022-06-14,,
J3DFZ,Airpods,1989.49,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",K99E6,2022-05-20,,
AMH7H,Hat,1977.1,Sports & Outdoors,100% Synthetic,K5CLT,2022-09-27,,
EJOSY,Basketball,217.9,Sports & Outdoors,Cushioning provides excellent shock absorption,XV9E8,2022-02-18,,
TXUOM,Leash And Collar,1269.8,Pet Supplies,,1VPD1,2022-07-17,,
6DQJD,Hot Wheels,1850.22,Toys & Games,,9EN65,2022-07-30,,
H9AEI,Facewash,1274.3,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",L20JI,2022-08-28,,
5BPXO,Water and Food Bowls,239.25,Pet Supplies,,L6USX,2022-07-30,,
GJKO5,Badminton Racket,704.29,Sports & Outdoors,100% Synthetic,JWXSS,2022-09-04,,
AEZQS,Knives,1472.96,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,DZC76,2022-04-03,,
KS2PG,Mobile,1505.87,Electronics,【11th Gen Intel Core i5-1135G7】,JUDOH,2022-04-29,,
Z4CVZ,Facewash,1412.8,Beauty & Personal Care,,OFOQB,2022-04-09,,
7UHYH,Sticky Notes,1624.7,Office Products,For everyday office use,K5CLT,2022-03-16,,
3IG9B,Canvas,1272.7,"Arts, Crafts & Sewing",,VJL5E,2022-08-13,,
WI4QM,Pans,1453.1,Home & Kitchen,One of a kind stainless steel,Y2ZFL,2022-04-19,,
HMGSE,Canvas,1405.54,"Arts, Crafts & Sewing",Set of 10,7W8YE,2022-08-10,,
QOYDI,Sticky Notes,1836.27,Office Products,For everyday office use,AADER,2022-04-29,,
4524R,Paint Brushes,170.98,"Arts, Crafts & Sewing",,P8DKB,2022-08-01,,
X17ZG,Bowls,1482.88,Home & Kitchen,,VJL5E,2022-10-26,,
ZVVTC,Pans,179.27,Home & Kitchen,,3RNZG,2022-02-10,,
NBCS0,Tshirt,1272.31,"Clothing, Shoes & Jewelry",Imported,P9Q6Y,2022-04-28,,
GP5MN,Badminton Racket,1887.89,Sports & Outdoors,,LHRYU,2022-03-16,,
Y8RTA,Badminton Racket,1928.15,Sports & Outdoors,100% Synthetic,ISPDE,2022-04-05,,
BJOXQ,Basketball,87.21,Sports & Outdoors,Cushioning provides excellent shock absorption,U5R93,2022-05-06,,
CCO26,Laptop,931.75,Electronics,,Z0LJU,2022-09-04,,
7U0KB,Hoodie,7.2,"Clothing, Shoes & Jewelry",,DGX8H,2022-09-14,,
NCFKQ,Plants,759.74,Others,,8F6ZS,2022-08-09,,
Y681K,Pans,960.25,Home & Kitchen,,2LOF1,2022-02-10,,
Y194K,Bowls,1586.17,Home & Kitchen,,A7G8C,2022-09-07,,
CGX4X,Badminton Racket,1617.71,Sports & Outdoors,,P283H,2022-06-25,,
3NNRH,Kite,1476.25,Toys & Games,,ZVZGY,2022-05-21,,
4VT8G,Badminton Racket,1243.53,Sports & Outdoors,,A34BI,2022-06-10,G00D1,2022-08-24
UGYVS,Sauce Pots,219.72,Home & Kitchen,One of a kind stainless steel,PQEAZ,2022-06-09,,
6TFFE,Pet Bed,1628.94,Pet Supplies,,P283H,2022-02-10,,
1WXFW,Mats,1416.48,Home & Kitchen,,F98VS,2022-04-04,,
HWFH1,Badminton Racket,1923.11,Sports & Outdoors,Cushioning provides excellent shock absorption,6P3VN,2022-05-07,,
20UI8,Can Opener,1356.16,Home & Kitchen,,519G2,2022-04-22,,
ZEN6X,Badminton Racket,1070.8,Sports & Outdoors,,NJYKN,2022-10-14,,
6JAAH,Salad Spinner,1960.59,Home & Kitchen,,7H518,2022-07-07,,
RFQNC,Notebook,1084.88,Others,for everyday use,3AFOH,2022-01-07,,
P3Q01,Pen,1879.68,Office Products,,6FWZI,2022-08-09,CKEYL,2022-08-31
QYYE2,Jeans,1237.21,"Clothing, Shoes & Jewelry",Imported,WX9FX,2022-05-24,,
DHXBB,Barbie,733.2,Toys & Games,,Q1X68,2022-04-05,,
9K0AE,Necklace,349.8,"Clothing, Shoes & Jewelry",Machine Wash,87BU7,2022-03-01,,
3EOYK,Curtains,66.67,"Arts, Crafts & Sewing",,51WHM,2022-07-03,,
LXW8K,Kite,185.14,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",IJI6N,2022-01-02,,
T195X,Barbie,1694.44,Toys & Games,,F1I7H,2022-08-05,,
MSU7R,Hot Wheels,1751.86,Toys & Games,make a great gift for kids 3 to 7 years olds,T4T3I,2022-01-21,,
LUWLF,Sauce Pots,940.83,Home & Kitchen,,ZST93,2022-04-26,UOQQQ,2022-05-22
H0VM1,Paint Brushes,391.1,"Arts, Crafts & Sewing",Set of 12,TJ6FX,2022-01-31,,
D4ZKG,Easel,1952.39,"Arts, Crafts & Sewing",Set of 10,F98VS,2022-09-09,,
V35BE,Pet Grooming,953.79,Pet Supplies,,T4T3I,2022-06-11,,
D8IAQ,Watercolor Pens,1917.4,"Arts, Crafts & Sewing",,2LOF1,2022-06-07,,
85D04,Knives,165.96,Home & Kitchen,,08WHX,2022-04-05,,
Q56C5,Toothpaste,756.67,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",84ZNK,2022-02-01,,
9BRO0,Salad Spinner,1046.14,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,KVJNB,2022-04-19,PZZ4T,2022-09-11
ZO0C6,Chair,171.32,Others,,K3VTH,2022-03-04,,
9ROCB,Notebook,1394.4,Others,for everyday use,3KFLS,2022-02-21,,
NA7OM,Serum,1424.35,Beauty & Personal Care,Suitable for all skin types,1WI5Q,2022-08-16,,
R7RDM,Facewash,216.88,Beauty & Personal Care,Suitable for all skin types,C0UHU,2022-03-06,,
B94JZ,Sticky Notes,879.91,Office Products,For everyday office use,MRY5A,2022-09-20,,
5C7SX,Sauce Pots,608.53,Home & Kitchen,One of a kind stainless steel,4L0BA,2022-10-08,,
YK8MD,Serum,472.18,Beauty & Personal Care,Suitable for all skin types,L20JI,2022-10-25,,
KZYKC,Mats,107.41,Home & Kitchen,One of a kind stainless steel,19J34,2022-04-29,,
XFIQL,Nail Paint,45.62,Others,for everyday use,OFOQB,2022-02-11,,
K2LSZ,Rings,833.17,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,449OC,2022-07-01,,
JDHSH,Barbie,806.29,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",7VWUB,2022-02-21,,
H4OPW,Sticky Notes,1878.84,Office Products,For everyday office use,FZ6BO,2022-07-02,F4OTA,2022-08-19
A9XHO,Laptop,1220.66,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",FFBXJ,2022-09-08,,
M6HI4,Plants,1313.64,Others,for everyday use,8EBHM,2022-01-26,,
8YJJT,Sauce Pots,421.77,Home & Kitchen,,GVYOF,2022-01-24,,
G7TQR,Curtains,442.65,"Arts, Crafts & Sewing",Set of 10,UEAU3,2022-09-29,,
99FB9,Airpods,558.99,Electronics,,CHM29,2022-08-31,,
JYBO1,Hat,1618.46,Sports & Outdoors,,RLY94,2022-01-11,,
3HZ88,Jacket,1813.9,"Clothing, Shoes & Jewelry",Imported,4I4WY,2022-09-30,X6XFU,2022-10-15
W9A30,Lamp,1930.4,Others,,ZTLSE,2022-09-20,,
8UYZW,Jeans,88.11,"Clothing, Shoes & Jewelry",,DAWJW,2022-06-25,,
TNS15,Jacket,88.97,"Clothing, Shoes & Jewelry",100% Cotton,Z49UX,2022-05-14,,
NCALG,Mobile,1040.3,Electronics,,W2FN3,2022-04-23,,
H7CXM,Rings,614.48,"Clothing, Shoes & Jewelry",,EDOMX,2022-08-30,34CO5,2022-09-08
LCK9H,Boots,201.92,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,MQBSG,2022-03-01,,
8CR0C,Ipad,282.18,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",07RB8,2022-08-24,,
3KH7P,Sports Shoes,727.63,Sports & Outdoors,100% Synthetic,8MZDC,2022-08-16,,
16346,Kite,1357.31,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",P35EW,2022-07-10,,
8HUAC,Necklace,680.66,"Clothing, Shoes & Jewelry",100% Cotton,RBL4D,2022-07-09,,
PBCIG,Hot Wheels,710.69,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",A8U7K,2022-04-06,,
BY7WN,Pans,261.38,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,SZXQH,2022-09-04,IEHMO,2022-09-27
FVVDE,Easel,302.58,"Arts, Crafts & Sewing",,VPIG7,2022-08-30,AHYNX,2022-10-08
SSHQO,Water and Food Bowls,808.7,Pet Supplies,,BJLLH,2022-01-09,,
N184W,Bowls,32.55,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,HH8AJ,2022-10-22,,
W7N9V,Hat,1014.25,Sports & Outdoors,Cushioning provides excellent shock absorption,G6UPG,2022-02-22,,
2QJTW,Facewash,308.4,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",IJ61L,2022-09-29,,
LC7PZ,Sports Shoes,1134.32,Sports & Outdoors,Cushioning provides excellent shock absorption,IJI6N,2022-04-07,,
V65OH,Notebook,1117.71,Others,,1VT3O,2022-05-30,,
3YLG2,Serum,1690.48,Beauty & Personal Care,,NJN0G,2022-08-24,,
PE5A5,Knives,1908.18,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,JZ1WL,2022-07-12,,
G1VMF,Notebook,556.11,Others,,LC3OK,2022-07-18,,
8BUS8,Marker,1771.29,Office Products,,C8HL5,2022-07-14,9VJ3R,2022-08-02
ULAQH,Laptop,1822.82,Electronics,Reams of high-bandwidth DDR4 RAM,4L0BA,2022-03-23,,
AEW7U,Oil Paints,1814.9,"Arts, Crafts & Sewing",Set of 10,O8YYV,2022-02-15,DTEM6,2022-08-10
