buyer_id,seller_id,quality,pricing,delivery,rating_date
FHC7C,FUR3X,,,4,2022-09-19
FHC7C,77KUY,,,,2022-05-01
FHC7C,FFZPQ,1,,,2022-08-07
1OB8R,EBQH2,,,,2022-06-26
1OB8R,UFNZK,,,2,2022-06-10
1OB8R,6ZG2P,,,1,2022-03-12
VHUH7,SEOMV,4,,3,2022-01-12
VHUH7,VKCWC,5,,5,2022-06-26
VHUH7,VRWGT,,3,,2022-04-13
0UIH1,IBCNI,,,2,2022-03-15
0UIH1,6NS86,,4,4,2022-05-31
0UIH1,L9Y33,5,,4,2022-01-25
6QFD3,AWFGJ,3,2,,2022-05-19
6QFD3,LZLDV,5,5,5,2022-02-07
6QFD3,0R2KU,,2,,2022-02-17
MAQ20,HC0DY,,,,2022-01-11
MAQ20,AZB2M,,2,,2022-05-17
MAQ20,WSHUH,,3,,2022-01-09
A738K,8X3PV,3,5,,2022-03-10
A738K,1JA6J,3,,3,2022-06-06
A738K,V2EVU,,,5,2022-08-28
TCL8K,5XI94,,,,2022-09-26
TCL8K,DAWJW,,2,,2022-09-11
TCL8K,6QJGV,,,,2022-01-06
I3FV0,SB3L6,,,2,2022-05-06
I3FV0,3S3MN,,2,2,2022-06-27
I3FV0,1149O,,,,2022-08-04
ZD8HY,CZOIF,1,,,2022-10-17
ZD8HY,JQY1C,,,2,2022-09-27
ZD8HY,0YU61,,3,4,2022-07-12
C0DKH,A8U7K,,,,2022-07-05
C0DKH,R8LB9,,,,2022-02-01
C0DKH,OTAU7,,,4,2022-01-21
8DO01,WPI4A,,2,,2022-07-28
8DO01,KVQRA,,,,2022-06-06
8DO01,V20LN,2,,2,2022-04-12
ARPGW,WHC3M,5,,,2022-01-11
ARPGW,V5MBV,5,1,4,2022-09-09
ARPGW,AWXDQ,1,,3,2022-07-20
21LO7,Z5WLW,,,,2022-02-07
21LO7,SHKRM,5,4,1,2022-02-01
21LO7,7VWUB,,,,2022-05-10
58HMO,BW3MU,5,,,2022-05-20
58HMO,F1G3J,,1,,2022-02-08
58HMO,DDZV9,5,,1,2022-07-03
BCD6Y,5H4D3,,2,,2022-01-13
BCD6Y,XYUHX,1,5,3,2022-03-01
BCD6Y,Q1X68,,2,1,2022-07-20
UTXQ0,Z6UIX,,,,2022-08-31
UTXQ0,UEAU3,,,,2022-04-22
UTXQ0,7T5MJ,,4,4,2022-01-15
0KWBK,BSJMW,4,,,2022-01-01
0KWBK,3FLK5,,,,2022-05-27
0KWBK,0C7T4,,,,2022-05-12
C9PNG,WUSF0,,,3,2022-03-02
C9PNG,OFOQB,,,4,2022-08-01
C9PNG,HC0DY,,5,2,2022-09-28
XFUTX,ZXBS8,,,3,2022-02-27
XFUTX,R5OOD,,,5,2022-03-04
XFUTX,N5X40,1,,,2022-03-09
IHYZO,W2FN3,,,,2022-03-03
IHYZO,9WYAI,,,,2022-09-06
IHYZO,2SZAM,,,2,2022-09-22
QY4TX,TJX73,,5,,2022-04-05
QY4TX,KGD5Z,,2,5,2022-08-31
QY4TX,XMWLA,1,5,,2022-05-08
HEWAY,JI8HS,,5,,2022-01-10
HEWAY,HFAMO,,3,,2022-07-07
HEWAY,ZVZGY,,,,2022-09-01
PTWTQ,QX1AY,3,2,,2022-09-21
PTWTQ,FYQCT,2,,,2022-06-04
PTWTQ,3I68A,4,,1,2022-01-18
8ZMGH,08KUN,,,,2022-03-29
8ZMGH,O9NN6,4,,3,2022-04-04
8ZMGH,SB3L6,,1,3,2022-09-04
O2GM5,0WYR7,,,,2022-04-20
O2GM5,WW2NM,3,,,2022-05-08
O2GM5,J83G9,,3,,2022-03-08
UV3UZ,L9Y33,4,5,5,2022-04-03
UV3UZ,AZB2M,,4,,2022-05-17
UV3UZ,OPGY0,5,,5,2022-03-29
LNK75,SNR6X,3,1,1,2022-03-05
LNK75,5P7C4,,,,2022-06-13
LNK75,H7FKP,,2,3,2022-06-29
NWBZ2,FFBXJ,,3,,2022-05-22
NWBZ2,LZLDV,,,2,2022-08-08
NWBZ2,519G2,,,5,2022-02-23
OQRY2,6IPKS,,,5,2022-05-31
OQRY2,Y1GW1,,2,4,2022-08-08
OQRY2,CXDQI,,2,2,2022-10-27
ZZSO4,1QXIF,,,,2022-01-06
ZZSO4,RVZRR,,,4,2022-03-04
ZZSO4,P1ZUA,,4,3,2022-08-15
OEVFB,CXDQI,,,,2022-01-03
OEVFB,WUSF0,,2,2,2022-09-24
OEVFB,M2HT6,,2,5,2022-06-01
YNRQM,Y26NY,,,,2022-10-07
YNRQM,JWXSS,1,,5,2022-03-08
YNRQM,NKKLD,,,,2022-02-27
4E6TM,I8U4Z,4,1,,2022-01-08
4E6TM,D7CK2,,,,2022-01-10
4E6TM,SGSRE,5,,1,2022-05-06
LAZEE,UEAU3,3,2,5,2022-07-18
LAZEE,VJL5E,,2,1,2022-01-15
H76NU,0WYR7,2,2,1,2022-01-19
H76NU,E9K7C,,,4,2022-02-13
H76NU,9CR7S,,,1,2022-08-11
PS575,3M1YI,5,,,2022-08-26
PS575,Y2ZFL,3,,3,2022-02-27
PS575,RPWW0,,,2,2022-03-01
VJ7BS,8LJTP,,,,2022-09-19
VJ7BS,TJ6FX,,5,2,2022-05-28
VJ7BS,6KXC3,5,,,2022-01-11
X1OFN,I8U4Z,,,,2022-06-12
X1OFN,YFIBA,,,,2022-06-19
X1OFN,V2EVU,1,,,2022-08-09
X8DQM,K3MXR,3,,,2022-09-24
X8DQM,8HSSP,,,,2022-05-10
X8DQM,Y2ZFL,4,,,2022-10-04
D8XWN,ZXBS8,,,,2022-04-07
D8XWN,G06XS,,,,2022-02-23
D8XWN,3DEPB,1,5,,2022-05-22
L9Z76,62876,1,,,2022-07-18
L9Z76,G9Q2G,2,4,,2022-03-26
L9Z76,F5WTM,,,,2022-07-27
34CO5,PBHFC,4,,1,2022-06-05
34CO5,CZOIF,,3,,2022-01-29
34CO5,PZXJ8,,1,,2022-02-20
P3U4Z,QN99Y,,,4,2022-06-08
P3U4Z,JUDOH,,,,2022-08-08
P3U4Z,AXYFV,5,1,3,2022-09-13
WP5LA,078O0,,4,4,2022-05-17
WP5LA,7CIPO,5,3,2,2022-02-07
WP5LA,VRWGT,,4,,2022-06-17
BV2XZ,87U6Q,3,,2,2022-06-19
BV2XZ,P9Q6Y,,,,2022-04-06
BV2XZ,NUPCW,,,,2022-07-02
YTILS,O8YYV,5,,2,2022-05-29
YTILS,142WW,3,,,2022-03-29
YTILS,QFR1K,,4,,2022-06-03
V4KU0,ZB7CT,,,5,2022-04-04
V4KU0,P8UM4,5,,,2022-09-08
V4KU0,OE791,5,1,2,2022-07-06
UHK0I,3RNZG,,3,,2022-06-04
UHK0I,TGD2Z,,,,2022-08-14
UHK0I,3K1ND,3,,,2022-01-27
AHYNX,TH583,,1,1,2022-04-09
AHYNX,P8UM4,,,,2022-04-18
AHYNX,SZXQH,,,,2022-07-24
2CS1W,UHYY9,2,2,1,2022-05-25
2CS1W,DGX8H,,,,2022-07-30
2CS1W,7CIPO,4,,2,2022-01-09
ZIP2N,6LV2R,,1,,2022-08-23
ZIP2N,BX2PI,,,4,2022-08-26
ZIP2N,87CKX,5,,,2022-07-04
M22VL,LJNGC,5,,,2022-04-03
M22VL,PV7VX,1,,,2022-04-18
M22VL,BF3QQ,,,,2022-01-16
HI202,P3UIF,2,3,,2022-08-26
HI202,LBHMK,,1,,2022-05-05
HI202,8VI0V,,2,,2022-06-01
A2ZTX,U3D5E,4,,,2022-09-01
A2ZTX,CGC2X,,,,2022-02-11
A2ZTX,19J34,2,,3,2022-07-27
U6275,N169E,3,5,,2022-01-19
U6275,9CR7S,,1,,2022-02-26
U6275,7H518,5,1,,2022-10-05
VX25V,AZB2M,,,,2022-06-02
VX25V,SZXQH,2,,,2022-01-11
VX25V,9FJ8S,,1,,2022-10-26
T9ZSG,3I68A,3,2,,2022-06-13
T9ZSG,LZAU3,5,1,,2022-10-11
T9ZSG,O8YYV,,,,2022-06-02
QN8ZE,AWFGJ,,3,,2022-06-18
QN8ZE,6QJGV,,3,,2022-02-10
QN8ZE,SFE8H,,2,4,2022-10-04
H3RDT,WHC3M,2,2,2,2022-06-28
H3RDT,0HGJC,1,2,1,2022-08-23
H3RDT,IH8AP,,,,2022-06-29
XUPLB,V2EVU,1,,,2022-03-04
XUPLB,C78AR,3,,5,2022-03-07
XUPLB,T4T3I,1,,5,2022-05-13
C07UU,6RCV4,,,,2022-07-04
C07UU,6KVU0,5,,1,2022-06-09
C07UU,QWAWV,,,,2022-03-03
KU4UY,85TQL,,3,,2022-08-18
KU4UY,BQ74R,4,,1,2022-04-21
KU4UY,PHPNC,,4,,2022-10-23
1A7TF,V2EVU,3,,,2022-07-15
1A7TF,P8UM4,1,3,,2022-02-13
1A7TF,BK9EY,1,,,2022-05-24
V9QH1,QR035,,,2,2022-05-15
V9QH1,Y10ZO,1,,,2022-02-25
V9QH1,3FKG7,2,,1,2022-09-02
1JCS5,PBHFC,,4,,2022-05-19
1JCS5,Y4HF3,,,,2022-10-25
1JCS5,UADIT,,3,,2022-07-03
JIAY9,1XG6O,2,,,2022-09-02
JIAY9,20AR2,,,,2022-07-21
JIAY9,HFAMO,,,,2022-10-20
MDIBN,K2VIU,,,,2022-01-21
MDIBN,AZQD3,3,5,2,2022-03-17
MDIBN,7VWUB,3,,,2022-04-11
PKSKL,OTAU7,1,,,2022-03-10
PKSKL,W2FN3,,,,2022-10-08
PKSKL,JQY1C,4,,,2022-08-15
T6FM4,QMNGC,2,,4,2022-05-07
T6FM4,LZAU3,,1,4,2022-04-25
T6FM4,8VI0V,,,1,2022-05-28
R9VGY,Y1GW1,5,1,,2022-09-04
R9VGY,M2HT6,,,,2022-01-17
R9VGY,H7FKP,3,4,,2022-04-24
HGSO8,ZVZGY,,3,,2022-08-03
HGSO8,DAWJW,,2,,2022-06-17
HGSO8,7H518,,,,2022-01-14
CX5HZ,0WYR7,,4,2,2022-09-22
CX5HZ,9X7GU,5,,2,2022-06-09
CX5HZ,CA1H1,,,1,2022-04-15
K1WJT,TT1MJ,1,5,,2022-05-26
K1WJT,Q1X68,5,,,2022-10-10
K1WJT,8Q3XK,,,,2022-03-22
ULP7M,G60H0,5,,2,2022-05-15
ULP7M,C1NTG,2,3,4,2022-02-22
ULP7M,PZXJ8,,4,,2022-02-21
S2EUS,DZC76,,,2,2022-02-12
S2EUS,1MXH9,,,,2022-08-27
S2EUS,LC3OK,4,2,,2022-05-19
Y8MOX,GVYOF,1,,4,2022-03-06
Y8MOX,4GR4S,,2,,2022-01-13
Y8MOX,WDR82,5,,,2022-06-17
HHIUW,9X7GU,,5,2,2022-08-12
HHIUW,KGD5Z,5,2,5,2022-06-04
HHIUW,KV5S9,,,,2022-06-30
4LPMU,FUAY0,,,,2022-09-07
4LPMU,T40C2,,2,,2022-10-04
N2MTA,RLY94,,,,2022-10-02
N2MTA,O0KP9,3,3,,2022-09-22
N2MTA,P8DKB,5,1,2,2022-01-31
1LA9S,C9XKL,3,3,,2022-06-15
1LA9S,LQ8DW,,5,5,2022-07-31
1LA9S,ZLIUE,,,5,2022-10-10
XXUXR,6LV2R,,,1,2022-08-04
XXUXR,8LJTP,,2,4,2022-02-23
XXUXR,F5WTM,4,5,2,2022-03-07
5FZ9F,CTMHY,3,5,3,2022-03-01
5FZ9F,Y4RHZ,,1,,2022-03-22
5FZ9F,XZJXD,4,,,2022-03-05
5FUOS,EJ8AM,,5,2,2022-03-30
5FUOS,YRL14,5,,,2022-01-12
5FUOS,PB6Z6,,4,,2022-07-24
7KG61,U29GK,,,5,2022-02-22
7KG61,N169E,,,,2022-07-11
7KG61,IBCNI,,4,5,2022-05-19
Q5K3I,OPGY0,,,,2022-08-31
Q5K3I,BIVH0,,1,,2022-10-13
Q5K3I,0RNM3,,,,2022-04-22
RX4XW,FXVJ8,2,,2,2022-10-06
RX4XW,NKKLD,1,,3,2022-05-11
RX4XW,8RY42,3,1,,2022-09-23
GPQ22,K52E6,4,,1,2022-02-16
GPQ22,R2YNB,4,,2,2022-06-08
GPQ22,VPIG7,,,,2022-10-28
1XG6O,LC3OK,,2,,2022-04-12
1XG6O,7T5MJ,,,,2022-03-03
1XG6O,R2YNB,,,,2022-05-14
12TJH,M63IT,,,3,2022-09-01
12TJH,PZXJ8,,,,2022-07-14
12TJH,BBHBZ,,2,,2022-05-09
QWAWV,SHGFE,4,,,2022-07-27
QWAWV,DI0C5,,2,,2022-09-27
QWAWV,K3MXR,5,,2,2022-02-26
1E2BT,84ZNK,,2,,2022-05-27
1E2BT,87BU7,,5,,2022-10-15
1E2BT,22VQ9,,4,5,2022-10-16
77KUY,6GSGP,2,1,,2022-08-04
77KUY,KGD5Z,,3,1,2022-04-29
77KUY,HH8AJ,4,5,3,2022-04-02
4MSI6,MRY5A,,,,2022-05-28
4MSI6,6GSGP,,,,2022-05-15
4MSI6,LC3OK,,,,2022-06-01
U4K0S,6IPKS,,,,2022-07-03
U4K0S,DAWJW,5,5,,2022-07-18
U4K0S,R5OOD,,,,2022-04-29
CA1H1,L4VJ1,,,,2022-06-09
CA1H1,51WHM,5,4,,2022-06-07
CA1H1,1149O,,5,,2022-02-07
VKCWC,231ZN,,,,2022-09-23
VKCWC,CXDQI,4,,,2022-03-01
VKCWC,SHGFE,,2,,2022-02-27
NW0RD,YA5CE,,,,2022-01-02
NW0RD,KR138,2,,,2022-08-15
NW0RD,UEAU3,4,,2,2022-08-20
0YU61,X9W2Z,,,,2022-09-04
0YU61,V2EVU,4,3,,2022-10-01
0YU61,PQEAZ,5,,,2022-07-20
CJZRT,2LVZE,5,1,,2022-02-11
CJZRT,H2NH0,,1,,2022-09-28
CJZRT,20AR2,,,,2022-09-09
NUPCW,OPGY0,,,5,2022-09-29
NUPCW,G6G4D,1,5,,2022-03-21
NUPCW,9CWE6,,,,2022-08-20
V1RZB,J5PAC,,1,1,2022-09-08
V1RZB,AZB2M,1,,1,2022-08-23
V1RZB,3RNZG,,1,,2022-07-19
3M1YI,W7QGR,,,5,2022-02-13
3M1YI,7ERSM,2,,,2022-04-14
3M1YI,0V5C9,,2,5,2022-09-25
